"profile","Park","Region","year","quartile","rate_of_change","profile_direction"
15,"Ocean Shores North Jetty South"," North Beach","98","rate_med_dist_to_BP",-2.3073248242233,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","98","rate_q3_dist_to_BP",-1.36131692070109,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","98","rate_max_dist_to_BP",0.115630649078646,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","98","mean",-1.94839358074818,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","99","rate_min_dist_to_BP",6.28974136053193,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","99","rate_q1_dist_to_BP",5.20099437655221,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","99","rate_med_dist_to_BP",3.74268244895135,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","99","rate_q3_dist_to_BP",1.68860550214309,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","99","rate_max_dist_to_BP",-1.41863161458404,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","99","mean",2.78974136053193,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","10","rate_min_dist_to_BP",-8.47600951410829,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","10","rate_q1_dist_to_BP",-2.72794010317724,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","10","rate_med_dist_to_BP",5.14892568076162,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","10","rate_q3_dist_to_BP",16.6047852127164,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","10","rate_max_dist_to_BP",34.7922693237595,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","10","mean",13.0239904858917,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","11","rate_min_dist_to_BP",26.9553678991111,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","11","rate_q1_dist_to_BP",22.1518938210355,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","11","rate_med_dist_to_BP",16.4228275054168,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","11","rate_q3_dist_to_BP",9.47278117003905,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","11","rate_max_dist_to_BP",0.866320960577194,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","11","mean",13.9553678991111,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","12","rate_min_dist_to_BP",-9.92751510198359,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","12","rate_q1_dist_to_BP",-8.34200953840688,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","12","rate_med_dist_to_BP",-6.27980165597557,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","12","rate_q3_dist_to_BP",-3.48820506550496,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","12","rate_max_dist_to_BP",0.501993741902962,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","12","mean",-4.92751510198359,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","13","rate_min_dist_to_BP",6.603552037558,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","13","rate_q1_dist_to_BP",5.54399832115398,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","13","rate_med_dist_to_BP",4.21950890854585,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","13","rate_q3_dist_to_BP",2.5167115754742,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","13","rate_max_dist_to_BP",0.246977588504627,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","13","mean",3.603552037558,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","14","rate_min_dist_to_BP",-0.195082137716052,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","14","rate_q1_dist_to_BP",-0.359751911336648,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","14","rate_med_dist_to_BP",-0.57015188366365,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","14","rate_q3_dist_to_BP",-0.848366979545001,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","14","rate_max_dist_to_BP",-1.23339108019164,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","14","mean",-0.695082137716052,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","15","rate_min_dist_to_BP",4.36348975855472,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","15","rate_q1_dist_to_BP",3.67810639433976,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","15","rate_med_dist_to_BP",2.79817244358826,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","15","rate_q3_dist_to_BP",1.62730090797387,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","15","rate_max_dist_to_BP",-0.00698173656787926,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","15","mean",2.36348975855472,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","16","rate_min_dist_to_BP",-12.0496635253848,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","16","rate_q1_dist_to_BP",-10.327236839345,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","16","rate_med_dist_to_BP",-8.08286623952594,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","16","rate_q3_dist_to_BP",-5.03729121729868,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","16","rate_max_dist_to_BP",-0.669188388912001,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","16","mean",-6.54966352538481,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","17","rate_min_dist_to_BP",10.8823003641236,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","17","rate_q1_dist_to_BP",8.67607015082696,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","17","rate_med_dist_to_BP",5.92557277994554,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","17","rate_q3_dist_to_BP",2.40149049415666,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","17","rate_max_dist_to_BP",-2.27492052708407,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","17","mean",4.38230036412359,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","18","rate_min_dist_to_BP",-13.2565604862142,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","18","rate_q1_dist_to_BP",-11.2081253026533,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","18","rate_med_dist_to_BP",-8.5343903030198,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","18","rate_q3_dist_to_BP",-4.89798281177578,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","18","rate_max_dist_to_BP",0.333815028966256,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","18","mean",-6.7565604862142,"Erosion"
15,"Ocean Shores North Jetty South"," North Beach","19","rate_min_dist_to_BP",9.69073205693089,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","19","rate_q1_dist_to_BP",8.92110709215792,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","19","rate_med_dist_to_BP",7.96796796414838,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","19","rate_q3_dist_to_BP",6.75693863089801,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","19","rate_max_dist_to_BP",5.16730114034722,"Accretion"
15,"Ocean Shores North Jetty South"," North Beach","19","mean",7.69073205693089,"Accretion"
16,"Westport Light North"," Grayland Plains","97","rate_min_dist_to_BP",NA,NA
16,"Westport Light North"," Grayland Plains","97","rate_q1_dist_to_BP",NA,NA
16,"Westport Light North"," Grayland Plains","97","rate_med_dist_to_BP",NA,NA
16,"Westport Light North"," Grayland Plains","97","rate_q3_dist_to_BP",NA,NA
16,"Westport Light North"," Grayland Plains","97","rate_max_dist_to_BP",NA,NA
16,"Westport Light North"," Grayland Plains","98","rate_min_dist_to_BP",10.9290078348431,"Accretion"
16,"Westport Light North"," Grayland Plains","98","rate_q1_dist_to_BP",9.54019802207169,"Accretion"
16,"Westport Light North"," Grayland Plains","98","rate_med_dist_to_BP",7.62360015231431,"Accretion"
16,"Westport Light North"," Grayland Plains","98","rate_q3_dist_to_BP",4.81095365923949,"Accretion"
16,"Westport Light North"," Grayland Plains","98","rate_max_dist_to_BP",0.295361385387949,"Accretion"
16,"Westport Light North"," Grayland Plains","98","mean",5.92900783484307,"Accretion"
16,"Westport Light North"," Grayland Plains","99","rate_min_dist_to_BP",2.87400642229099,"Accretion"
16,"Westport Light North"," Grayland Plains","99","rate_q1_dist_to_BP",4.50681362282785,"Accretion"
16,"Westport Light North"," Grayland Plains","99","rate_med_dist_to_BP",6.83252149532809,"Accretion"
16,"Westport Light North"," Grayland Plains","99","rate_q3_dist_to_BP",10.4067025310553,"Accretion"
16,"Westport Light North"," Grayland Plains","99","rate_max_dist_to_BP",16.5843404732986,"Accretion"
16,"Westport Light North"," Grayland Plains","99","mean",9.37400642229099,"Accretion"
16,"Westport Light North"," Grayland Plains","10","rate_min_dist_to_BP",-7.62969274468261,"Erosion"
16,"Westport Light North"," Grayland Plains","10","rate_q1_dist_to_BP",-6.57833468053498,"Erosion"
16,"Westport Light North"," Grayland Plains","10","rate_med_dist_to_BP",-5.13752543243245,"Erosion"
16,"Westport Light North"," Grayland Plains","10","rate_q3_dist_to_BP",-3.04307054097949,"Erosion"
16,"Westport Light North"," Grayland Plains","10","rate_max_dist_to_BP",0.275307124271085,"Accretion"
16,"Westport Light North"," Grayland Plains","10","mean",-4.12969274468261,"Erosion"
16,"Westport Light North"," Grayland Plains","11","rate_min_dist_to_BP",10.376134783663,"Accretion"
16,"Westport Light North"," Grayland Plains","11","rate_q1_dist_to_BP",8.89030737634102,"Accretion"
16,"Westport Light North"," Grayland Plains","11","rate_med_dist_to_BP",6.90148743287478,"Accretion"
16,"Westport Light North"," Grayland Plains","11","rate_q3_dist_to_BP",4.10337990528347,"Accretion"
16,"Westport Light North"," Grayland Plains","11","rate_max_dist_to_BP",-0.120253539346749,"Erosion"
16,"Westport Light North"," Grayland Plains","11","mean",5.37613478366304,"Accretion"
16,"Westport Light North"," Grayland Plains","12","rate_min_dist_to_BP",-8.28039159749877,"Erosion"
16,"Westport Light North"," Grayland Plains","12","rate_q1_dist_to_BP",-7.1676635578053,"Erosion"
16,"Westport Light North"," Grayland Plains","12","rate_med_dist_to_BP",-5.6298459190375,"Erosion"
16,"Westport Light North"," Grayland Plains","12","rate_q3_dist_to_BP",-3.36679942089548,"Erosion"
16,"Westport Light North"," Grayland Plains","12","rate_max_dist_to_BP",0.289237841441481,"Accretion"
16,"Westport Light North"," Grayland Plains","12","mean",-4.28039159749877,"Erosion"
16,"Westport Light North"," Grayland Plains","13","rate_min_dist_to_BP",-1.58897085680058,"Erosion"
16,"Westport Light North"," Grayland Plains","13","rate_q1_dist_to_BP",-1.36606076436588,"Erosion"
16,"Westport Light North"," Grayland Plains","13","rate_med_dist_to_BP",-1.06634675663871,"Erosion"
16,"Westport Light North"," Grayland Plains","13","rate_q3_dist_to_BP",-0.64204688553956,"Erosion"
16,"Westport Light North"," Grayland Plains","13","rate_max_dist_to_BP",0.0043419509005993,"Accretion"
16,"Westport Light North"," Grayland Plains","13","mean",-1.08897085680058,"Erosion"
16,"Westport Light North"," Grayland Plains","14","rate_min_dist_to_BP",8.05486714234354,"Accretion"
16,"Westport Light North"," Grayland Plains","14","rate_q1_dist_to_BP",6.92011874781204,"Accretion"
16,"Westport Light North"," Grayland Plains","14","rate_med_dist_to_BP",5.40401651875198,"Accretion"
16,"Westport Light North"," Grayland Plains","14","rate_q3_dist_to_BP",3.27641715010547,"Accretion"
16,"Westport Light North"," Grayland Plains","14","rate_max_dist_to_BP",0.0769553782425714,"Accretion"
16,"Westport Light North"," Grayland Plains","14","mean",4.55486714234354,"Accretion"
16,"Westport Light North"," Grayland Plains","15","rate_min_dist_to_BP",0.448508628962951,"Accretion"
16,"Westport Light North"," Grayland Plains","15","rate_q1_dist_to_BP",0.522768698723497,"Accretion"
16,"Westport Light North"," Grayland Plains","15","rate_med_dist_to_BP",0.624249850923797,"Accretion"
16,"Westport Light North"," Grayland Plains","15","rate_q3_dist_to_BP",0.771209622572977,"Accretion"
16,"Westport Light North"," Grayland Plains","15","rate_max_dist_to_BP",1.00279901994937,"Accretion"
16,"Westport Light North"," Grayland Plains","15","mean",0.448508628962951,"Accretion"
16,"Westport Light North"," Grayland Plains","16","rate_min_dist_to_BP",-2.91123955712533,"Erosion"
16,"Westport Light North"," Grayland Plains","16","rate_q1_dist_to_BP",-3.2604622830496,"Erosion"
16,"Westport Light North"," Grayland Plains","16","rate_med_dist_to_BP",-3.73776148287788,"Erosion"
16,"Westport Light North"," Grayland Plains","16","rate_q3_dist_to_BP",-4.42910097362483,"Erosion"
16,"Westport Light North"," Grayland Plains","16","rate_max_dist_to_BP",-5.51892118583123,"Erosion"
16,"Westport Light North"," Grayland Plains","16","mean",-3.91123955712533,"Erosion"
16,"Westport Light North"," Grayland Plains","17","rate_min_dist_to_BP",6.23773910600836,"Accretion"
16,"Westport Light North"," Grayland Plains","17","rate_q1_dist_to_BP",5.98073158498915,"Accretion"
16,"Westport Light North"," Grayland Plains","17","rate_med_dist_to_BP",5.62597388576755,"Accretion"
16,"Westport Light North"," Grayland Plains","17","rate_q3_dist_to_BP",5.10484513439682,"Accretion"
16,"Westport Light North"," Grayland Plains","17","rate_max_dist_to_BP",4.26538539153267,"Accretion"
16,"Westport Light North"," Grayland Plains","17","mean",5.73773910600836,"Accretion"
16,"Westport Light North"," Grayland Plains","18","rate_min_dist_to_BP",-0.264120069737284,"Erosion"
16,"Westport Light North"," Grayland Plains","18","rate_q1_dist_to_BP",-0.183415230947459,"Erosion"
16,"Westport Light North"," Grayland Plains","18","rate_med_dist_to_BP",-0.071135932779165,"Erosion"
16,"Westport Light North"," Grayland Plains","18","rate_q3_dist_to_BP",0.095671580298351,"Accretion"
16,"Westport Light North"," Grayland Plains","18","rate_max_dist_to_BP",0.369149282435965,"Accretion"
16,"Westport Light North"," Grayland Plains","18","mean",-0.264120069737284,"Erosion"
16,"Westport Light North"," Grayland Plains","19","rate_min_dist_to_BP",-3.68260561763846,"Erosion"
16,"Westport Light North"," Grayland Plains","19","rate_q1_dist_to_BP",-3.23808297466261,"Erosion"
16,"Westport Light North"," Grayland Plains","19","rate_med_dist_to_BP",-2.62310875126249,"Erosion"
16,"Westport Light North"," Grayland Plains","19","rate_q3_dist_to_BP",-1.71680386656161,"Erosion"
16,"Westport Light North"," Grayland Plains","19","rate_max_dist_to_BP",-0.249476715071073,"Erosion"
16,"Westport Light North"," Grayland Plains","19","mean",-2.18260561763846,"Erosion"
16,"Westport Light North"," Grayland Plains","20","rate_min_dist_to_BP",-15.4754780027386,"Erosion"
16,"Westport Light North"," Grayland Plains","20","rate_q1_dist_to_BP",-13.4236069229749,"Erosion"
16,"Westport Light North"," Grayland Plains","20","rate_med_dist_to_BP",-10.6136976947094,"Erosion"
16,"Westport Light North"," Grayland Plains","20","rate_q3_dist_to_BP",-6.53214447115187,"Erosion"
16,"Westport Light North"," Grayland Plains","20","rate_max_dist_to_BP",-0.068772574529985,"Erosion"
16,"Westport Light North"," Grayland Plains","20","mean",-7.9754780027386,"Erosion"
16,"Westport Light North"," Grayland Plains","21","rate_min_dist_to_BP",11.7285621222658,"Accretion"
16,"Westport Light North"," Grayland Plains","21","rate_q1_dist_to_BP",9.92766412817061,"Accretion"
16,"Westport Light North"," Grayland Plains","21","rate_med_dist_to_BP",7.59571422459224,"Accretion"
16,"Westport Light North"," Grayland Plains","21","rate_q3_dist_to_BP",4.45839277112108,"Accretion"
16,"Westport Light North"," Grayland Plains","21","rate_max_dist_to_BP",0.0148123880349127,"Accretion"
16,"Westport Light North"," Grayland Plains","21","mean",6.22856212226581,"Accretion"
17,"Westport Light South"," Grayland Plains","97","rate_min_dist_to_BP",NA,NA
17,"Westport Light South"," Grayland Plains","97","rate_q1_dist_to_BP",NA,NA
17,"Westport Light South"," Grayland Plains","97","rate_med_dist_to_BP",NA,NA
17,"Westport Light South"," Grayland Plains","97","rate_q3_dist_to_BP",NA,NA
17,"Westport Light South"," Grayland Plains","97","rate_max_dist_to_BP",NA,NA
17,"Westport Light South"," Grayland Plains","98","rate_min_dist_to_BP",-1.92899354224046,"Erosion"
17,"Westport Light South"," Grayland Plains","98","rate_q1_dist_to_BP",-1.78427628978164,"Erosion"
17,"Westport Light South"," Grayland Plains","98","rate_med_dist_to_BP",-1.57728759350231,"Erosion"
17,"Westport Light South"," Grayland Plains","98","rate_q3_dist_to_BP",-1.26047646742975,"Erosion"
17,"Westport Light South"," Grayland Plains","98","rate_max_dist_to_BP",-0.740085256188672,"Erosion"
17,"Westport Light South"," Grayland Plains","98","mean",-1.42899354224046,"Erosion"
17,"Westport Light South"," Grayland Plains","99","rate_min_dist_to_BP",15.3901478506694,"Accretion"
17,"Westport Light South"," Grayland Plains","99","rate_q1_dist_to_BP",18.3260366531103,"Accretion"
17,"Westport Light South"," Grayland Plains","99","rate_med_dist_to_BP",22.7211351039585,"Accretion"
17,"Westport Light South"," Grayland Plains","99","rate_q3_dist_to_BP",30.0167753274674,"Accretion"
17,"Westport Light South"," Grayland Plains","99","rate_max_dist_to_BP",44.4563602843236,"Accretion"
17,"Westport Light South"," Grayland Plains","99","mean",29.8901478506694,"Accretion"
17,"Westport Light South"," Grayland Plains","10","rate_min_dist_to_BP",-20.9112968365018,"Erosion"
17,"Westport Light South"," Grayland Plains","10","rate_q1_dist_to_BP",-18.3090893894356,"Erosion"
17,"Westport Light South"," Grayland Plains","10","rate_med_dist_to_BP",-14.6317314211861,"Erosion"
17,"Westport Light South"," Grayland Plains","10","rate_q3_dist_to_BP",-9.04065883611116,"Erosion"
17,"Westport Light South"," Grayland Plains","10","rate_max_dist_to_BP",0.478726517674688,"Accretion"
17,"Westport Light South"," Grayland Plains","10","mean",-10.4112968365018,"Erosion"
17,"Westport Light South"," Grayland Plains","11","rate_min_dist_to_BP",15.3516635545658,"Accretion"
17,"Westport Light South"," Grayland Plains","11","rate_q1_dist_to_BP",14.1373673284324,"Accretion"
17,"Westport Light South"," Grayland Plains","11","rate_med_dist_to_BP",12.5476039837693,"Accretion"
17,"Westport Light South"," Grayland Plains","11","rate_q3_dist_to_BP",10.3769741251472,"Accretion"
17,"Westport Light South"," Grayland Plains","11","rate_max_dist_to_BP",7.23769450618981,"Accretion"
17,"Westport Light South"," Grayland Plains","11","mean",11.3516635545658,"Accretion"
17,"Westport Light South"," Grayland Plains","12","rate_min_dist_to_BP",-2.61660043786962,"Erosion"
17,"Westport Light South"," Grayland Plains","12","rate_q1_dist_to_BP",-2.99624696966194,"Erosion"
17,"Westport Light South"," Grayland Plains","12","rate_med_dist_to_BP",-3.50511269988774,"Erosion"
17,"Westport Light South"," Grayland Plains","12","rate_q3_dist_to_BP",-4.22250889735343,"Erosion"
17,"Westport Light South"," Grayland Plains","12","rate_max_dist_to_BP",-5.30902229843444,"Erosion"
17,"Westport Light South"," Grayland Plains","12","mean",-3.61660043786962,"Erosion"
17,"Westport Light South"," Grayland Plains","13","rate_min_dist_to_BP",1.23548659323274,"Accretion"
17,"Westport Light South"," Grayland Plains","13","rate_q1_dist_to_BP",3.88390671532106,"Accretion"
17,"Westport Light South"," Grayland Plains","13","rate_med_dist_to_BP",7.4673444142044,"Accretion"
17,"Westport Light South"," Grayland Plains","13","rate_q3_dist_to_BP",12.5859408664857,"Accretion"
17,"Westport Light South"," Grayland Plains","13","rate_max_dist_to_BP",20.4914076333092,"Accretion"
17,"Westport Light South"," Grayland Plains","13","mean",10.7354865932327,"Accretion"
17,"Westport Light South"," Grayland Plains","14","rate_min_dist_to_BP",1.00465201110638,"Accretion"
17,"Westport Light South"," Grayland Plains","14","rate_q1_dist_to_BP",2.44445893961249,"Accretion"
17,"Westport Light South"," Grayland Plains","14","rate_med_dist_to_BP",4.27961937932035,"Accretion"
17,"Westport Light South"," Grayland Plains","14","rate_q3_dist_to_BP",6.69855730471971,"Accretion"
17,"Westport Light South"," Grayland Plains","14","rate_max_dist_to_BP",10.0317202351557,"Accretion"
17,"Westport Light South"," Grayland Plains","14","mean",5.50465201110638,"Accretion"
17,"Westport Light South"," Grayland Plains","15","rate_min_dist_to_BP",-4.64388151538868,"Erosion"
17,"Westport Light South"," Grayland Plains","15","rate_q1_dist_to_BP",-4.77106592811436,"Erosion"
17,"Westport Light South"," Grayland Plains","15","rate_med_dist_to_BP",-4.92808248333365,"Erosion"
17,"Westport Light South"," Grayland Plains","15","rate_q3_dist_to_BP",-5.12679984601327,"Erosion"
17,"Westport Light South"," Grayland Plains","15","rate_max_dist_to_BP",-5.38632703921433,"Erosion"
17,"Westport Light South"," Grayland Plains","15","mean",-4.64388151538868,"Erosion"
17,"Westport Light South"," Grayland Plains","16","rate_min_dist_to_BP",-5.49838600823053,"Erosion"
17,"Westport Light South"," Grayland Plains","16","rate_q1_dist_to_BP",-5.46143895550502,"Erosion"
17,"Westport Light South"," Grayland Plains","16","rate_med_dist_to_BP",-5.41547836422696,"Erosion"
17,"Westport Light South"," Grayland Plains","16","rate_q3_dist_to_BP",-5.35675696259852,"Erosion"
17,"Westport Light South"," Grayland Plains","16","rate_max_dist_to_BP",-5.27912379677584,"Erosion"
17,"Westport Light South"," Grayland Plains","16","mean",-5.49838600823053,"Erosion"
17,"Westport Light South"," Grayland Plains","17","rate_min_dist_to_BP",-3.72796274387852,"Erosion"
17,"Westport Light South"," Grayland Plains","17","rate_q1_dist_to_BP",-6.11581590029916,"Erosion"
17,"Westport Light South"," Grayland Plains","17","rate_med_dist_to_BP",-9.06941950619945,"Erosion"
17,"Westport Light South"," Grayland Plains","17","rate_q3_dist_to_BP",-12.8161021949263,"Erosion"
17,"Westport Light South"," Grayland Plains","17","rate_max_dist_to_BP",-17.7230012403927,"Erosion"
17,"Westport Light South"," Grayland Plains","17","mean",-10.2279627438785,"Erosion"
17,"Westport Light South"," Grayland Plains","18","rate_min_dist_to_BP",5.78994851110499,"Accretion"
17,"Westport Light South"," Grayland Plains","18","rate_q1_dist_to_BP",8.63600626176075,"Accretion"
17,"Westport Light South"," Grayland Plains","18","rate_med_dist_to_BP",12.363296106936,"Accretion"
17,"Westport Light South"," Grayland Plains","18","rate_q3_dist_to_BP",17.4550041012894,"Accretion"
17,"Westport Light South"," Grayland Plains","18","rate_max_dist_to_BP",24.8252640195772,"Accretion"
17,"Westport Light South"," Grayland Plains","18","mean",15.289948511105,"Accretion"
17,"Westport Light South"," Grayland Plains","19","rate_min_dist_to_BP",13.7446164542923,"Accretion"
17,"Westport Light South"," Grayland Plains","19","rate_q1_dist_to_BP",9.47007730917351,"Accretion"
17,"Westport Light South"," Grayland Plains","19","rate_med_dist_to_BP",4.19801610213826,"Accretion"
17,"Westport Light South"," Grayland Plains","19","rate_q3_dist_to_BP",-2.46567673975444,"Erosion"
17,"Westport Light South"," Grayland Plains","19","rate_max_dist_to_BP",-11.1527852935837,"Erosion"
17,"Westport Light South"," Grayland Plains","19","mean",1.74461645429226,"Accretion"
17,"Westport Light South"," Grayland Plains","20","rate_min_dist_to_BP",-4.64169731649592,"Erosion"
17,"Westport Light South"," Grayland Plains","20","rate_q1_dist_to_BP",-2.27237494867876,"Erosion"
17,"Westport Light South"," Grayland Plains","20","rate_med_dist_to_BP",0.917410491048343,"Accretion"
17,"Westport Light South"," Grayland Plains","20","rate_q3_dist_to_BP",5.44216116877021,"Accretion"
17,"Westport Light South"," Grayland Plains","20","rate_max_dist_to_BP",12.358878562315,"Accretion"
17,"Westport Light South"," Grayland Plains","20","mean",3.85830268350408,"Accretion"
17,"Westport Light South"," Grayland Plains","21","rate_min_dist_to_BP",-7.25062516775293,"Erosion"
17,"Westport Light South"," Grayland Plains","21","rate_q1_dist_to_BP",-9.20403763356101,"Erosion"
17,"Westport Light South"," Grayland Plains","21","rate_med_dist_to_BP",-11.6882217837417,"Erosion"
17,"Westport Light South"," Grayland Plains","21","rate_q3_dist_to_BP",-14.9527812198237,"Erosion"
17,"Westport Light South"," Grayland Plains","21","rate_max_dist_to_BP",-19.4319599122976,"Erosion"
17,"Westport Light South"," Grayland Plains","21","mean",-13.2506251677529,"Erosion"
17,"Westport Light South"," Grayland Plains","22","rate_min_dist_to_BP",12.9032677917054,"Accretion"
17,"Westport Light South"," Grayland Plains","22","rate_q1_dist_to_BP",14.7133277101774,"Accretion"
17,"Westport Light South"," Grayland Plains","22","rate_med_dist_to_BP",17.130487622948,"Accretion"
17,"Westport Light South"," Grayland Plains","22","rate_q3_dist_to_BP",20.5209166418883,"Accretion"
17,"Westport Light South"," Grayland Plains","22","rate_max_dist_to_BP",25.6181544196479,"Accretion"
17,"Westport Light South"," Grayland Plains","22","mean",18.9032677917054,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","97","rate_min_dist_to_BP",NA,NA
18,"Westport Ocean Ave OBA"," Grayland Plains","97","rate_q1_dist_to_BP",NA,NA
18,"Westport Ocean Ave OBA"," Grayland Plains","97","rate_med_dist_to_BP",NA,NA
18,"Westport Ocean Ave OBA"," Grayland Plains","97","rate_q3_dist_to_BP",NA,NA
18,"Westport Ocean Ave OBA"," Grayland Plains","97","rate_max_dist_to_BP",NA,NA
18,"Westport Ocean Ave OBA"," Grayland Plains","98","rate_min_dist_to_BP",4.85052443194458,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","98","rate_q1_dist_to_BP",4.1783055969161,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","98","rate_med_dist_to_BP",3.29806155044043,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","98","rate_q3_dist_to_BP",2.09573057047869,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","98","rate_max_dist_to_BP",0.355482733962043,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","98","mean",2.85052443194458,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","99","rate_min_dist_to_BP",11.0101830501109,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","99","rate_q1_dist_to_BP",9.40329669198581,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","99","rate_med_dist_to_BP",7.26169709582847,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","99","rate_q3_dist_to_BP",4.26605947334526,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","99","rate_max_dist_to_BP",-0.218905159264793,"Erosion"
18,"Westport Ocean Ave OBA"," Grayland Plains","99","mean",5.51018305011094,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","10","rate_min_dist_to_BP",-2.41362776318822,"Erosion"
18,"Westport Ocean Ave OBA"," Grayland Plains","10","rate_q1_dist_to_BP",-0.571666055189779,"Erosion"
18,"Westport Ocean Ave OBA"," Grayland Plains","10","rate_med_dist_to_BP",1.9670821374588,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","10","rate_q3_dist_to_BP",5.68948081414629,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","10","rate_max_dist_to_BP",11.6722011022891,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","10","mean",4.58637223681178,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","11","rate_min_dist_to_BP",3.40969989932398,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","11","rate_q1_dist_to_BP",2.35024901894338,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","11","rate_med_dist_to_BP",0.951170962221504,"Accretion"
18,"Westport Ocean Ave OBA"," Grayland Plains","11","rate_q3_dist_to_BP",-0.981906123695997,"Erosion"
18,"Westport Ocean Ave OBA"," Grayland Plains","11","rate_max_dist_to_BP",-3.82646657141322,"Erosion"
